ID,Play Frequency,Time Since Played,Latency,Infractions,Skill Level
Player 251,17,171,22,4,51
Player 252,23,122,17,0,15
Player 253,22,158,14,1,46
Player 254,9,126,15,0,71
Player 255,13,102,11,3,32
Player 256,19,135,8,4,29
Player 257,16,154,20,1,54
Player 258,17,78,2,2,5
Player 259,22,113,21,2,45
Player 260,0,168,8,2,49
Player 261,8,50,2,1,45
Player 262,24,88,2,2,42
Player 263,9,153,23,0,42
Player 264,24,127,8,4,85
Player 265,8,52,4,4,23
Player 266,2,76,14,1,35
Player 267,5,36,8,4,50
Player 268,4,154,4,2,27
Player 269,12,101,1,5,18
Player 270,1,185,23,5,76
Player 271,13,52,18,1,90
Player 272,17,187,18,2,27
Player 273,2,108,16,4,75
Player 274,0,88,14,5,19
Player 275,12,93,15,5,21
Player 276,14,20,9,4,5
Player 277,15,13,10,1,89
Player 278,0,142,2,0,72
Player 279,12,106,11,0,50
Player 280,1,11,9,4,29
Player 281,23,126,19,3,19
Player 282,10,23,17,2,38
Player 283,7,2,15,1,67
Player 284,15,74,9,3,17
Player 285,5,4,9,5,68
Player 286,9,134,8,5,26
Player 287,2,81,4,2,10
Player 288,8,99,24,0,98
Player 289,2,179,0,0,5
Player 290,3,58,14,3,91
Player 291,8,22,24,2,93
Player 292,22,112,21,4,80
Player 293,20,174,12,5,43
Player 294,8,12,5,2,90
Player 295,15,181,10,0,53
Player 296,12,156,1,3,65
Player 297,23,95,4,2,4
Player 298,16,13,11,5,24
Player 299,16,14,9,4,2
Player 300,12,68,16,5,63
Player 301,1,40,17,1,40
Player 302,0,179,22,5,70
Player 303,15,53,0,5,98
Player 304,1,199,5,1,90
Player 305,13,134,2,2,32
Player 306,7,180,9,2,69
Player 307,10,5,9,3,63
Player 308,9,139,11,5,38
Player 309,14,174,16,3,39
Player 310,19,16,6,0,78
Player 311,3,16,10,0,55
Player 312,21,200,1,1,53
Player 313,19,65,3,0,38
Player 314,6,75,8,1,72
Player 315,13,18,7,1,82
Player 316,4,1,10,5,7
Player 317,11,150,11,2,29
Player 318,20,169,5,3,63
Player 319,16,47,15,0,41
Player 320,22,166,12,4,17
Player 321,7,93,20,5,98
Player 322,20,82,15,4,65
Player 323,11,67,14,3,38
Player 324,12,174,14,1,27
Player 325,9,166,22,3,64
Player 326,7,41,4,0,57
Player 327,2,15,20,4,22
Player 328,24,71,11,4,98
Player 329,3,153,12,0,64
Player 330,13,160,7,4,7
Player 331,14,80,10,5,58
Player 332,3,158,12,5,4
Player 333,3,185,13,5,6
Player 334,17,102,2,1,62
Player 335,19,138,5,2,100
Player 336,14,49,14,5,90
Player 337,4,45,19,2,1
Player 338,23,47,24,2,17
Player 339,6,188,6,4,22
Player 340,2,114,14,5,82
Player 341,10,175,3,4,48
Player 342,22,126,12,1,15
Player 343,14,180,1,3,9
Player 344,15,31,10,1,43
Player 345,2,10,4,5,74
Player 346,3,35,13,5,73
Player 347,17,147,7,3,70
Player 348,7,0,8,0,54
Player 349,12,27,16,3,47
Player 350,10,36,2,4,64
Player 351,0,121,20,4,97
Player 352,23,108,13,0,51
Player 353,4,67,14,1,25
Player 354,11,99,10,5,23
Player 355,12,142,3,1,49
Player 356,9,180,11,4,93
Player 357,18,157,9,4,5
Player 358,19,188,9,5,45
Player 359,13,37,19,3,74
Player 360,18,153,17,3,1
Player 361,9,23,14,3,52
Player 362,12,136,18,3,55
Player 363,8,117,1,0,14
Player 364,13,150,17,5,56
Player 365,12,90,18,0,56
Player 366,8,58,18,1,47
Player 367,17,15,11,5,100
Player 368,22,41,23,3,68
Player 369,17,119,3,5,29
Player 370,14,151,12,0,73
Player 371,17,94,8,2,28
Player 372,6,161,4,5,57
Player 373,2,153,13,2,67
Player 374,1,83,18,4,68
Player 375,13,8,9,1,43
Player 376,22,68,8,0,79
Player 377,8,64,19,5,38
Player 378,17,43,10,3,28
Player 379,19,56,20,2,11
Player 380,14,103,0,3,86
Player 381,24,31,5,2,26
Player 382,13,96,24,1,33
Player 383,6,161,13,5,7
Player 384,13,19,7,0,0
Player 385,21,192,9,5,6
Player 386,2,6,5,2,8
Player 387,7,138,0,3,58
Player 388,24,66,16,1,70
Player 389,5,155,3,3,34
Player 390,15,189,23,0,87
Player 391,21,20,13,5,18
Player 392,24,27,22,2,64
Player 393,15,177,12,3,10
Player 394,20,85,19,0,0
Player 395,4,10,10,1,75
Player 396,18,69,18,2,50
Player 397,2,103,8,5,57
Player 398,0,73,15,5,37
Player 399,8,111,11,1,89
Player 400,8,116,15,0,11
Player 401,11,36,14,2,46
Player 402,0,43,11,2,60
Player 403,18,110,6,0,16
Player 404,15,7,24,4,74
Player 405,9,45,23,5,71
Player 406,21,197,20,5,86
Player 407,7,57,15,0,52
Player 408,7,150,6,5,82
Player 409,15,61,3,2,30
Player 410,13,86,12,5,87
Player 411,13,19,24,5,55
Player 412,7,75,22,5,31
Player 413,13,92,9,0,7
Player 414,23,150,19,0,20
Player 415,2,41,18,3,54
Player 416,19,1,17,5,79
Player 417,13,127,8,1,10
Player 418,8,122,2,0,77
Player 419,6,52,0,1,6
Player 420,3,67,12,1,13
Player 421,14,15,0,0,82
Player 422,0,39,0,0,81
Player 423,22,99,1,2,4
Player 424,14,161,9,4,51
Player 425,13,9,1,1,93
Player 426,21,40,20,4,31
Player 427,6,162,4,3,53
Player 428,0,43,19,2,62
Player 429,13,172,23,1,4
Player 430,10,34,4,3,11
Player 431,17,1,2,2,77
Player 432,1,197,3,4,100
Player 433,5,123,4,2,59
Player 434,16,21,10,4,41
Player 435,22,2,19,2,50
Player 436,2,159,8,2,74
Player 437,21,169,22,2,98
Player 438,17,178,23,5,16
Player 439,20,70,2,5,33
Player 440,21,198,0,1,63
Player 441,16,147,20,2,78
Player 442,14,140,21,3,36
Player 443,21,198,1,3,16
Player 444,16,38,22,0,36
Player 445,3,100,17,0,15
Player 446,22,52,18,3,49
Player 447,9,12,22,4,37
Player 448,11,144,22,4,25
Player 449,14,172,16,3,91
Player 450,6,63,9,4,35
Player 451,15,142,5,4,68
Player 452,0,58,1,0,12
Player 453,3,98,6,5,76
Player 454,17,77,3,5,35
Player 455,11,167,15,4,73
Player 456,4,115,4,4,75
Player 457,3,142,3,1,85
Player 458,23,184,2,5,21
Player 459,9,19,16,2,86
Player 460,15,105,2,4,77
Player 461,4,115,22,3,75
Player 462,8,60,16,3,55
Player 463,19,76,17,3,20
Player 464,10,122,15,5,43
Player 465,23,200,20,5,64
Player 466,0,16,6,2,22
Player 467,6,198,4,1,77
Player 468,12,42,1,4,33
Player 469,14,112,19,5,60
Player 470,5,145,1,2,2
Player 471,16,50,23,0,40
Player 472,24,138,19,5,10
Player 473,22,136,24,5,19
Player 474,8,104,21,5,84
Player 475,21,71,19,1,1
Player 476,3,22,9,2,96
Player 477,19,115,16,0,22
Player 478,9,80,23,3,84
Player 479,4,35,3,2,24
Player 480,16,197,23,4,15
Player 481,16,71,22,4,95
Player 482,16,51,16,3,23
Player 483,23,96,9,5,76
Player 484,16,181,10,2,39
Player 485,23,198,20,0,30
Player 486,1,134,22,0,28
Player 487,20,59,8,5,66
Player 488,4,195,7,1,1
Player 489,24,138,10,5,73
Player 490,0,105,7,0,46
Player 491,16,64,14,4,71
Player 492,10,97,24,5,38
Player 493,12,108,8,3,59
Player 494,3,162,12,2,21
Player 495,7,23,7,4,29
Player 496,5,64,14,5,53
Player 497,11,185,1,4,70
Player 498,20,118,22,3,17
Player 499,20,126,18,5,59
Player 500,7,195,7,3,71
Player 501,14,23,22,1,83
Player 502,4,38,6,3,35
Player 503,0,32,0,3,60
Player 504,18,198,7,0,89
Player 505,1,170,7,3,43
Player 506,17,14,4,1,71
Player 507,3,80,5,4,46
Player 508,6,3,2,1,33
Player 509,14,170,16,4,56
Player 510,16,113,19,4,32
Player 511,17,167,18,5,98
Player 512,16,100,14,5,93
Player 513,18,198,12,5,72
Player 514,12,135,20,5,22
Player 515,8,50,20,4,40
Player 516,21,8,23,2,3
Player 517,12,124,18,3,98
Player 518,7,182,22,5,75
Player 519,10,97,22,0,30
Player 520,16,57,15,2,90
Player 521,14,124,9,0,51
Player 522,14,170,16,1,19
Player 523,16,147,5,2,6
Player 524,3,67,9,1,48
Player 525,3,155,13,4,99
Player 526,2,156,14,5,85
Player 527,18,164,6,2,33
Player 528,18,84,22,2,60
Player 529,22,137,21,3,82
Player 530,6,66,14,2,99
Player 531,10,183,8,2,24
Player 532,24,197,12,1,41
Player 533,0,147,20,3,28
Player 534,5,199,15,4,66
Player 535,24,67,6,3,52
Player 536,16,139,4,3,61
Player 537,1,191,23,3,83
Player 538,14,33,17,2,8
Player 539,11,1,9,2,32
Player 540,7,78,23,1,1
Player 541,13,55,13,3,24
Player 542,0,120,15,1,61
Player 543,14,187,17,3,78
Player 544,19,47,14,5,63
Player 545,17,146,22,5,87
Player 546,16,151,16,5,36
Player 547,5,129,7,4,32
Player 548,4,192,2,1,28
Player 549,20,4,7,1,74
Player 550,18,87,8,5,64
Player 551,9,87,4,3,12
Player 552,4,71,11,1,11
Player 553,19,141,11,0,62
Player 554,22,122,19,2,74
Player 555,12,18,13,2,83
Player 556,16,155,3,2,97
Player 557,23,145,9,2,2
Player 558,8,86,12,3,66
Player 559,9,37,13,1,74
Player 560,21,110,23,0,89
Player 561,4,155,24,4,4
Player 562,17,4,17,3,14
Player 563,16,178,14,2,89
Player 564,11,114,20,5,53
Player 565,16,85,12,3,9
Player 566,18,184,4,3,15
Player 567,4,143,16,3,33
Player 568,15,63,7,5,80
Player 569,17,58,24,3,42
Player 570,3,76,20,1,93
Player 571,12,200,12,5,98
Player 572,16,92,21,2,78
Player 573,21,180,15,0,54
Player 574,3,85,18,1,94
Player 575,8,4,17,0,87
Player 576,23,3,0,3,6
Player 577,10,66,23,2,71
Player 578,13,179,20,2,77
Player 579,10,104,7,1,20
Player 580,16,48,23,1,22
Player 581,9,185,7,2,87
Player 582,0,146,16,2,6
Player 583,3,153,24,0,65
Player 584,6,1,21,0,96
Player 585,22,88,23,5,14
Player 586,14,79,17,3,58
Player 587,12,12,14,4,77
Player 588,7,11,10,5,33
Player 589,9,124,18,5,77
Player 590,3,158,15,3,5
Player 591,18,23,9,2,80
Player 592,15,58,11,5,0
Player 593,0,24,1,0,63
Player 594,0,69,3,2,79
Player 595,19,54,19,2,93
Player 596,9,167,6,3,66
Player 597,11,200,10,3,85
Player 598,18,147,18,0,54
Player 599,21,68,22,5,53
Player 600,2,115,14,0,62
Player 601,20,158,1,2,27
Player 602,19,161,21,2,30
Player 603,8,106,5,0,16
Player 604,0,12,18,4,90
Player 605,9,184,22,5,62
Player 606,19,173,9,4,36
Player 607,7,116,14,5,58
Player 608,10,16,18,0,20
Player 609,6,72,9,0,53
Player 610,7,111,15,4,90
Player 611,22,92,15,1,64
Player 612,23,150,6,5,43
Player 613,12,129,13,4,23
Player 614,4,155,5,2,13
Player 615,11,199,11,2,21
Player 616,10,110,1,4,60
Player 617,17,108,9,2,62
Player 618,13,45,18,5,77
Player 619,6,6,2,5,60
Player 620,16,55,4,0,3
Player 621,2,149,10,5,32
Player 622,14,52,14,1,35
Player 623,7,44,7,0,56
Player 624,2,149,22,0,35
Player 625,7,3,4,2,14
Player 626,12,25,4,1,80
Player 627,12,25,11,3,91
Player 628,15,98,0,0,54
Player 629,11,85,14,3,99
Player 630,10,172,2,2,8
Player 631,7,20,11,4,99
Player 632,23,72,10,0,34
Player 633,2,132,7,0,56
Player 634,4,109,13,5,76
Player 635,17,1,3,1,13
Player 636,21,66,3,3,58
Player 637,7,8,0,4,7
Player 638,16,1,22,3,24
Player 639,15,42,0,3,4
Player 640,2,32,19,3,66
Player 641,11,186,8,3,50
Player 642,6,46,9,3,95
Player 643,18,112,6,4,8
Player 644,11,180,10,1,4
Player 645,18,71,1,4,82
Player 646,21,121,19,3,79
Player 647,23,53,24,1,9
Player 648,23,111,2,0,95
Player 649,10,53,1,1,14
Player 650,2,121,16,0,31
Player 651,14,88,8,3,9
Player 652,10,175,4,4,68
Player 653,19,148,8,5,46
Player 654,11,123,2,3,80
Player 655,21,185,12,2,70
Player 656,16,140,11,4,10
Player 657,13,195,17,5,33
Player 658,16,163,7,3,100
Player 659,1,9,6,2,20
Player 660,17,75,15,0,90
Player 661,6,128,10,4,18
Player 662,4,150,3,3,24
Player 663,12,126,4,4,77
Player 664,10,182,6,3,89
Player 665,14,58,17,1,59
Player 666,19,0,15,0,56
Player 667,8,181,9,4,32
Player 668,24,37,5,0,77
Player 669,11,74,2,0,33
Player 670,11,116,16,2,26
Player 671,14,3,24,2,70
Player 672,18,102,24,3,46
Player 673,17,5,19,3,64
Player 674,5,85,6,5,47
Player 675,20,69,15,5,68
Player 676,19,67,8,5,92
Player 677,17,180,18,1,37
Player 678,14,27,15,3,12
Player 679,8,48,9,1,12
Player 680,16,178,4,3,6
Player 681,13,92,1,2,39
Player 682,20,126,14,0,67
Player 683,10,85,21,4,78
Player 684,13,187,16,1,7
Player 685,1,129,0,1,49
Player 686,20,29,11,1,59
Player 687,21,106,15,0,30
Player 688,3,3,10,5,27
Player 689,4,95,9,0,10
Player 690,22,63,9,1,41
Player 691,15,166,4,0,93
Player 692,17,105,11,1,96
Player 693,22,111,18,5,18
Player 694,0,114,23,5,29
Player 695,15,50,12,1,59
Player 696,6,112,22,2,66
Player 697,20,166,7,4,27
Player 698,2,179,21,3,47
Player 699,0,136,5,1,24
Player 700,5,156,14,2,23
Player 701,3,20,1,3,66
Player 702,18,34,21,0,78
Player 703,2,123,14,5,64
Player 704,23,166,1,5,75
Player 705,14,26,0,3,82
Player 706,3,25,12,3,7
Player 707,6,196,17,1,91
Player 708,10,32,21,4,50
Player 709,18,17,17,3,55
Player 710,0,196,5,2,95
Player 711,20,72,3,0,47
Player 712,6,55,19,2,21
Player 713,15,198,3,5,13
Player 714,4,43,11,0,30
Player 715,18,155,16,3,100
Player 716,16,2,15,2,73
Player 717,8,49,24,4,48
Player 718,17,174,1,0,4
Player 719,0,189,7,5,14
Player 720,1,16,17,3,5
Player 721,6,195,24,2,83
Player 722,23,165,13,5,23
Player 723,19,16,5,4,71
Player 724,16,113,16,4,14
Player 725,22,83,11,2,43
Player 726,1,120,5,3,94
Player 727,13,169,17,0,75
Player 728,0,159,6,5,19
Player 729,5,35,8,3,12
Player 730,15,62,15,2,80
Player 731,22,78,4,5,48
Player 732,8,198,16,0,57
Player 733,13,119,12,2,49
Player 734,19,29,5,1,45
Player 735,21,69,19,3,37
Player 736,8,197,19,0,37
Player 737,2,95,7,5,34
Player 738,17,148,22,0,53
Player 739,15,104,0,5,65
Player 740,18,38,8,4,79
Player 741,4,38,23,0,46
Player 742,20,142,3,5,15
Player 743,24,151,6,2,48
Player 744,10,153,1,4,47
Player 745,24,20,9,5,1
Player 746,0,75,10,1,66
Player 747,3,198,0,2,11
Player 748,0,112,12,1,0
Player 749,5,46,3,2,84
Player 750,21,100,12,0,79
Player 751,20,154,1,5,4
Player 752,2,102,23,4,42
Player 753,9,10,9,3,21
Player 754,22,83,1,0,66
Player 755,0,186,14,0,80
Player 756,10,169,1,1,15
Player 757,10,29,9,1,33
Player 758,21,128,6,4,42
Player 759,21,183,14,4,59
Player 760,16,172,16,0,57
Player 761,6,50,2,4,40
Player 762,2,154,7,0,17
Player 763,10,72,21,2,64
Player 764,6,125,6,5,87
Player 765,9,145,16,3,54
Player 766,4,81,7,1,14
Player 767,8,96,9,0,73
Player 768,9,53,22,4,32
Player 769,24,157,16,5,99
Player 770,13,92,12,2,47
Player 771,1,22,9,0,19
Player 772,2,35,4,1,38
Player 773,24,179,9,1,55
Player 774,5,107,12,5,10
Player 775,23,100,22,5,72
Player 776,7,117,19,0,39
Player 777,20,147,17,3,59
Player 778,17,58,9,1,55
Player 779,14,80,12,0,84
Player 780,6,155,14,3,34
Player 781,2,129,19,2,57
Player 782,18,84,10,1,62
Player 783,2,147,8,3,37
Player 784,24,168,21,4,8
Player 785,9,15,20,5,31
Player 786,14,36,20,0,25
Player 787,18,88,13,3,72
Player 788,11,91,12,3,69
Player 789,13,131,20,2,15
Player 790,21,82,5,4,0
Player 791,12,5,21,0,95
Player 792,16,162,3,2,51
Player 793,13,118,20,1,29
Player 794,22,2,3,4,77
Player 795,8,60,17,4,46
Player 796,1,75,6,3,13
Player 797,5,89,22,1,95
Player 798,14,65,5,3,7
Player 799,1,44,4,5,10
Player 800,16,106,10,5,29
Player 801,3,113,13,1,67
Player 802,19,165,9,2,28
Player 803,0,22,21,1,95
Player 804,1,40,14,4,71
Player 805,9,20,13,5,62
Player 806,3,58,24,5,72
Player 807,24,32,0,1,92
Player 808,12,177,21,4,19
Player 809,18,124,7,5,26
Player 810,18,40,20,1,55
Player 811,18,121,21,5,99
Player 812,13,110,19,2,53
Player 813,6,57,18,3,98
Player 814,24,83,21,4,63
Player 815,0,148,21,1,48
Player 816,20,193,18,1,54
Player 817,3,138,23,4,22
Player 818,8,9,2,2,60
Player 819,12,157,15,0,68
Player 820,14,19,1,1,65
Player 821,3,141,16,0,9
Player 822,7,149,23,5,51
Player 823,13,154,8,2,74
Player 824,11,18,12,2,11
Player 825,24,33,6,4,2
Player 826,13,44,5,0,8
Player 827,10,195,18,3,78
Player 828,12,128,9,4,62
Player 829,2,47,0,2,59
Player 830,18,4,6,5,48
Player 831,1,134,13,0,60
Player 832,11,141,16,1,63
Player 833,17,143,22,2,98
Player 834,13,163,20,5,52
Player 835,11,160,22,0,37
Player 836,16,125,13,4,8
Player 837,23,33,3,1,10
Player 838,3,116,3,0,67
Player 839,23,64,20,1,82
Player 840,23,114,18,2,86
Player 841,3,157,8,0,46
Player 842,16,84,13,4,28
Player 843,19,171,21,3,43
Player 844,19,178,6,2,38
Player 845,14,34,12,0,85
Player 846,0,145,6,0,97
Player 847,10,111,5,1,20
Player 848,11,199,11,1,80
Player 849,17,126,22,5,6
Player 850,17,58,22,2,44
Player 851,7,131,20,1,31
Player 852,5,28,5,0,5
Player 853,7,25,7,2,9
Player 854,16,173,10,4,84
Player 855,8,3,3,0,72
Player 856,12,151,1,3,91
Player 857,21,159,12,1,52
Player 858,20,34,6,0,14
Player 859,13,175,15,1,75
Player 860,9,15,7,0,65
Player 861,23,167,11,1,73
Player 862,13,169,13,4,94
Player 863,17,160,24,2,95
Player 864,0,114,13,3,83
Player 865,22,128,2,0,10
Player 866,11,150,9,2,97
Player 867,13,105,3,5,5
Player 868,6,23,21,4,8
Player 869,21,198,9,3,91
Player 870,9,43,0,3,78
Player 871,4,78,19,1,70
Player 872,21,78,21,5,98
Player 873,16,98,14,3,24
Player 874,6,132,9,0,37
Player 875,19,91,14,4,86
Player 876,22,104,0,4,50
Player 877,24,109,4,1,98
Player 878,8,146,0,0,24
Player 879,16,136,13,5,11
Player 880,7,69,24,4,57
Player 881,0,177,17,5,29
Player 882,13,149,23,4,31
Player 883,5,31,19,1,1
Player 884,21,65,7,4,20
Player 885,1,112,18,2,29
Player 886,14,99,15,2,16
Player 887,24,42,14,1,86
Player 888,3,45,15,2,47
Player 889,17,189,7,4,61
Player 890,23,156,13,5,45
Player 891,12,194,0,0,39
Player 892,23,83,24,2,17
Player 893,1,35,24,4,61
Player 894,10,141,16,4,65
Player 895,19,92,16,2,72
Player 896,20,84,19,4,35
Player 897,10,165,10,5,28
Player 898,10,133,23,3,9
Player 899,8,28,24,0,75
Player 900,21,69,23,4,24
Player 901,9,194,11,0,40
Player 902,13,89,2,5,5
Player 903,5,54,23,2,39
Player 904,2,134,13,1,42
Player 905,12,105,17,5,70
Player 906,20,35,21,1,27
Player 907,0,95,20,4,23
Player 908,9,15,4,3,83
Player 909,24,191,17,0,58
Player 910,19,123,3,2,34
Player 911,13,120,19,1,80
Player 912,16,65,6,3,75
Player 913,14,64,12,5,7
Player 914,14,161,7,5,44
Player 915,10,48,24,5,41
Player 916,7,107,15,0,71
Player 917,11,68,1,3,75
Player 918,21,117,2,3,33
Player 919,13,28,11,1,62
Player 920,23,114,8,1,88
Player 921,12,144,19,2,26
Player 922,12,3,7,5,91
Player 923,19,33,9,2,46
Player 924,1,133,7,3,88
Player 925,14,5,4,1,31
Player 926,1,116,10,1,41
Player 927,22,41,16,0,36
Player 928,23,197,24,3,28
Player 929,11,116,6,4,80
